Campus,Matricula,Estado,AdeudoEnero,AdeudoFebrero,AdeudoMarzo
UTEL,10261688,Activo,6415,0,-9349
UTEL,10261544,Activo,2975,0,5860
UTEL,10261507,Activo,7811,6557,3899
UTEL,10261238,Activo,1710,-2530,3330
UTEL,10260949,Activo,1710,-0.87,3899
UTEL,10259968,Activo,3150,0,12251
UTEL,10259651,Activo,4393,3983,3899
UTEL,10258289,Activo,3150,0,3775
UTEL,10257967,Activo,2975,0,3775
UTEL,10256655,Activo,2975,0,3899
UTEL,10254242,Activo,0,0,3330
UTEL,10028767,Activo,3300,8354,2510
UTEL,10024589,Activo,3150,0,3899
UTEL,20250762,Activo,3391,0,8567
UTEL,20250579,Activo,6837,-42960,3775
UTEL,20249411,Activo,3300,0,13847
UTEL,20247152,Activo,2975,0,3899
UTEL,20239226,Activo,1710,0,3899
UTEL,20234107,Activo,2975,0,3775
UTEL,20233173,Activo,11362,0,8567
UTEL,20231576,Activo,3300,8291,10940
UTEL,20231283,Activo,2047,0,3330
UTEL,20230830,Activo,-5236.8,0,3775
UTEL,20229616,Activo,2536,0,13324
UTEL,20229277,Activo,2977,0,10510
UTEL,20228688,Activo,3175,-6704,4220
UTEL,20228444,Activo,3308,0,3775
UTEL,20228414,Activo,3129,10331,-2503
UTEL,20228355,Activo,10095,2530,3775
UTEL,20228313,Activo,7076.19,0,5860
UTEL,20228117,Activo,6162,-4220,3899
UTEL,20227086,Activo,3308,2530,3330
UTEL,20226268,Activo,2560,2975,4100
UTEL,20224095,Activo,26941,0,4100
UTEL,20091017,Activo,3593,2530,7215
UTEL,10574343,Activo,-3047.4,0,-8613
UTEL,10245473,Activo,3575,2707,3330
UTEL,10244348,Activo,3575,3099,18322
UTEL,10241008,Activo,3465,24599,1159
UTEL,10238848,Activo,6958,3300,6049
UTEL,10237892,Activo,9824,2530,5860
UTEL,10237763,Activo,2888,3316,3330
UTEL,10236658,Activo,3775,0,2510
UTEL,10236417,Activo,3124,19861,2510
UTEL,10235730,Activo,2975,-100,20282
UTEL,10234555,Activo,3124,0,3426
UTEL,10234298,Activo,2888,15140,17746
UTEL,10234215,Activo,1796,151,19406
UTEL,10233360,Activo,3575,-8678,7108
UTEL,10232760,Activo,3900,0,2750
UTEL,10231776,Activo,2835,0,0
UTEL,10231053,Activo,2913,20703,3299
UTEL,10230804,Activo,2888,6366,284
UTEL,10230547,Activo,3124,3174,3911
UTEL,10227106,Activo,3950,0,3124
UTEL,10225285,Activo,2415,1500,3272
UTEL,10224412,Activo,3634,0,21179
UTEL,10219754,Activo,3308,-115,3150
UTEL,10213489,Activo,2977,2975,3136
UTEL,10202985,Activo,2977,1679,3635
UTEL,10104452,Activo,6758,0,3775
UTEL,10087478,Activo,6831,3108,0
UTEL,10086471,Activo,3900,0,3183
UTEL,10079434,Activo,2975,0,2975
UTEL,10039843,Activo,15719,16580,2530
UTEL,10038977,Activo,4029,-17142,3300
UTEL,10035127,Activo,16349,0,2530
UTEL,10010139,Activo,3435,0,2600
UTEL,20569225,Activo,2000,0,2975
UTEL,20326670,Activo,2100,0,3330
UTEL,20319147,Activo,1500,0,6100
UTEL,20315864,Activo,1500,0,800
UTEL,20315809,Activo,1500,2707,4220
UTEL,20315604,Activo,500,0,5450
UTEL,20311814,Activo,2000,0,4650
UTEL,10318408,Activo,2175,0,12641
UTEL,10318211,Activo,469,0,4650
UTEL,10317821,Activo,1675,6516,4650
UTEL,10317431,Activo,0,0,7550
UTEL,10317067,Activo,2175,0,3600
UTEL,10316728,Activo,0,17455,2975
UTEL,10316666,Activo,1500,0,2975
UTEL,10316338,Activo,2175,0,4650
UTEL,10316089,Activo,1710,1499.4,4650
UTEL,10315865,Activo,0,1500,4650
UTEL,10315781,Activo,1500,0,2705
UTEL,10313129,Activo,500,0,16506
UTEL,10312778,Activo,-1500,0,3099
UTEL,10312287,Activo,1710,1182.5,2530
UTEL,10312101,Activo,2175,0,3274
UTEL,10293855,Activo,1999,5940,12524
UTEL,10062422,Activo,1710,6598,2974
UTEL,10261010,Activo,4755,0,2475
UTEL,10246227,Activo,4580,3034,600
UTEL,10298181,Activo,1561,16567,3575
UTEL,10295617,Activo,3189,198,2310
UTEL,10290455,Activo,3189,10951,3575
UTEL,10290452,Activo,800,-5363.2,3575
UTEL,10289730,Activo,3189,0,3488
UTEL,10246848,Activo,0,2975,6467.34
UTEL,10289226,Activo,-22482.2,0,6039
UTEL,10284514,Activo,2322,2837.2,2977
UTEL,10284501,Activo,761,24593,-1231.77
UTEL,10283849,Activo,3136,-1,3124
UTEL,10279795,Activo,0,0,6780
UTEL,10277772,Activo,0,0,2440
UTEL,20269323,Activo,2530,0,3124
UTEL,20257966,Activo,2975,0,8807
UTEL,20244232,Activo,0,-1.25,29660
UTEL,10275904,Activo,2375,0,1712
UTEL,10273817,Activo,1561,24307,24899
UTEL,10273139,Activo,1561,3183,18359
UTEL,10272344,Activo,1561,0,2977
UTEL,10272015,Activo,1561,2943,2756
UTEL,10271278,Activo,2375,1500,3635
UTEL,10271227,Activo,1561,0,3643
UTEL,10270353,Activo,2430,2929,3724
UTEL,10270268,Activo,761,0,3136
UTEL,10269981,Activo,761,0,2579
UTEL,10259004,Activo,-18798,8479,3986
UTEL,10258098,Activo,3575,0,3577
UTEL,10257972,Activo,3782,0,3175
UTEL,10257356,Activo,3759,0,2977
UTEL,10256617,Activo,3575,1332,3356
UTEL,10256610,Activo,3575,0,4065
UTEL,10256555,Activo,3575,7166,10944
UTEL,10256476,Activo,3575,0,3465
UTEL,10255933,Activo,3575,8826,3397
UTEL,10255760,Activo,3762,0,4282
UTEL,10255307,Activo,3750,0,3124
UTEL,10255270,Activo,3575,2510,4065
UTEL,10255257,Activo,-17721.5,0,3068
UTEL,10254914,Activo,2150,3507,3488
UTEL,10254553,Activo,3750,2510,3775
UTEL,10253052,Activo,3574,0,3724
UTEL,10243190,Activo,3575,0,3724
UTEL,20250068,Activo,3874,0,3577
UTEL,10261991,Activo,3899,0,6930
UTEL,10260884,Activo,3150,0,3465
UTEL,10259859,Activo,2915,177,1537.1
UTEL,10259582,Activo,2733,157,-4621
UTEL,10259547,Activo,2975,8354,3724
UTEL,10259432,Activo,1710,0,2975
UTEL,10259412,Activo,2975,9306,7286
UTEL,10259239,Activo,3150,3507,3724
UTEL,10259224,Activo,3475,0,3575
UTEL,10258998,Activo,2975,7862,3724
UTEL,10258896,Activo,21175,0,3724
UTEL,10258712,Activo,1710,0,3724
UTEL,10258632,Activo,1710,-149,3172
UTEL,10258618,Activo,2939,0,-6223.8
UTEL,10258318,Activo,-15987,6214,3124
UTEL,10258217,Activo,2975,1423,-1874
UTEL,10258175,Activo,3473,-800,3124
UTEL,10258084,Activo,2750,0,3124
UTEL,10257986,Activo,3150,-1,3124
UTEL,10257562,Activo,2975,0,4107
UTEL,10257561,Activo,2975,0,3124
UTEL,10257413,Activo,3150,3099,3292
UTEL,10257366,Activo,0,2530,3124
UTEL,10257317,Activo,2975,-4174,888
UTEL,10257263,Activo,2975,0,3465
UTEL,10257129,Activo,2975,0,11765
UTEL,10256992,Activo,3150,10001,3124
UTEL,10256667,Activo,2530,0,4230
UTEL,10256654,Activo,3358,0,2925
UTEL,10256612,Activo,3150,3099,2530
UTEL,10256607,Activo,1530,0,2530
UTEL,10256558,Activo,1710,16298,2530
UTEL,10256468,Activo,2530,0,2530
UTEL,10256465,Activo,1530,-25440,3525
UTEL,10256373,Activo,3150,2530,3300
UTEL,10256311,Activo,-15095,6150,2750
UTEL,10256180,Activo,2750,0,2530
UTEL,10256171,Activo,2975,4650,2530
UTEL,10256025,Activo,2975,0,-8263.5
UTEL,10256009,Activo,2975,2600,11155
UTEL,10255948,Activo,2975,-21068.7,2404
UTEL,10255817,Activo,2975,-5172,-19008
UTEL,10255778,Activo,3150,0,2530
UTEL,10255770,Activo,0,6946,2975
UTEL,10255698,Activo,12742,0,0
UTEL,10255690,Activo,2975,0,2073
UTEL,10255688,Activo,6158,0,3099
UTEL,10255674,Activo,-13176,0,3550
UTEL,10255654,Activo,2975,158,3899
UTEL,10255391,Activo,2975,5576,4100
UTEL,10255377,Activo,3150,0,5858
UTEL,10255300,Activo,2972,0,3550
UTEL,10255295,Activo,2974,0,3922
UTEL,10255271,Activo,2750,3102,2065
UTEL,10255128,Activo,5970,0,3625
UTEL,10255061,Activo,2975,0,0
UTEL,10254986,Activo,5342,0,18028
UTEL,10254965,Activo,2975,0,1530
UTEL,10254873,Activo,3150,0,5968
UTEL,10254868,Activo,2975,0,2530
UTEL,10254754,Activo,2975,-1710,19412
UTEL,10254740,Activo,1710,0,6198
UTEL,10254654,Activo,2975,0,0
UTEL,10254636,Activo,3150,0,-14804.36
UTEL,10254270,Activo,1710,7658.4,3153.34
UTEL,10254213,Activo,2530,3356,16536
UTEL,10254148,Activo,-14230,0,3099
UTEL,10254041,Activo,1710,5988.91,2404
UTEL,10254038,Activo,1710,60311,-4400
UTEL,10253949,Activo,22659,0,14032
UTEL,10253845,Activo,2975,48,2975
UTEL,10253741,Activo,1710,-3,800
UTEL,10253528,Activo,3300,416,3150
UTEL,10253512,Activo,-560,0,1630
UTEL,10253464,Activo,2750,0,2835
UTEL,10253242,Activo,21186,0,3150
UTEL,10253110,Activo,2975,-3109,3099
UTEL,10252828,Activo,2975,0,18236
UTEL,10252775,Activo,1710,1898,3150
UTEL,10252453,Activo,1710,0,3150
UTEL,10252369,Activo,2750,158,2975
UTEL,10252109,Activo,0,-8812,-4674
UTEL,10252089,Activo,21412,0,3150
UTEL,10251914,Activo,2975,4531,3123
UTEL,10251766,Activo,2975,0,2750
UTEL,10248977,Activo,2975,0,2530
UTEL,10248865,Activo,2975,208,2975
UTEL,10248821,Activo,3002,0,14161
UTEL,10248798,Activo,0,0,2750
UTEL,10248520,Activo,1710,0,3099
UTEL,10246868,Activo,0,0,2530
UTEL,10245179,Activo,1710,0,2750
UTEL,10244515,Activo,-11652,0,3099
UTEL,10240060,Activo,2530,3323,2750
UTEL,10209804,Activo,1710,0,3099
UTEL,10192464,Activo,2975,2977,3098
UTEL,10096476,Activo,-2290,8121,2750
UTEL,10081679,Activo,2975,1500,3379
UTEL,10034792,Activo,2530,20249,3264
UTEL,20246500,Activo,2750,0,3300
UTEL,20194619,Activo,5340,3025,26290
UTEL,10248517,Activo,0,0,-15286.2
UTEL,10244508,Activo,0,0,3264
UTEL,10244211,Activo,0,0,2975
UTEL,10240884,Activo,0,0,3274
UTEL,10240878,Activo,0,0,-600
UTEL,10240123,Activo,-3474,6347,3150
UTEL,10239215,Activo,0,2977,7608
UTEL,10238196,Activo,0,0,2789
UTEL,10238193,Activo,0,-535.95,2750
UTEL,10084203,Activo,31757,-1205.8,5500
UTEL,10051490,Activo,2250,-614,3099
UTEL,10329998,Activo,-1700,0,6158
UTEL,10332150,Activo,-1760,0,2750
UTEL,10330181,Activo,-1650,0,3099
UTEL,20327215,Activo,-1650,0,9941
UTEL,10014912,Activo,0,-478.1,6415
UTEL,10086081,Activo,1600,0,9972
UTEL,10302438,Activo,2000,0,-13
UTEL,10311513,Activo,2175,0,2975
UTEL,10312052,Activo,1675,0,2975
UTEL,10312169,Activo,1710,548,3274
UTEL,10314803,Activo,2000,295,3613
UTEL,10315362,Activo,2175,42,3099
UTEL,10315719,Activo,1500,0,6415
UTEL,10316195,Activo,1675,0,3099
UTEL,10316548,Activo,1500,0,3099
UTEL,10316686,Activo,1500,2756,20479
UTEL,10316717,Activo,2150,0,2975
UTEL,10316876,Activo,1500,6722,3316
UTEL,10317076,Activo,2000,0,2975
UTEL,10318589,Activo,1675,0,3099
UTEL,10318874,Activo,1675,0,3313
UTEL,10319542,Activo,2000,0,-6369.8
UTEL,10319624,Activo,2175,160,2750
UTEL,10321504,Activo,3151,0,2864
UTEL,10322111,Activo,1850,1605,33937
UTEL,10322137,Activo,2100,0,3124
UTEL,10322989,Activo,2100,0,0
UTEL,10323005,Activo,2100,0,6958
UTEL,10323039,Activo,2100,0,6305
UTEL,10323193,Activo,2100,0,27294
UTEL,10323240,Activo,2275,0,3577
UTEL,10323589,Activo,2100,0,3136
UTEL,10324242,Activo,2100,135,2977
UTEL,10324277,Activo,2100,993,3577
UTEL,10324456,Activo,1522,2207,594.6
UTEL,10324547,Activo,2100,0,2312
UTEL,10324734,Activo,1760,0,2312
UTEL,10324735,Activo,2100,11250.74,2312
UTEL,10325043,Activo,2100,0,4065
UTEL,10325848,Activo,2100,0,2396
UTEL,10326134,Activo,-42451,18158,0
UTEL,10327392,Activo,2100,0,4065
UTEL,20033854,Activo,2625,152,3724
UTEL,20285889,Activo,5089,0,3724
UTEL,20313780,Activo,1825,0,2898
UTEL,20316884,Activo,2000,-175,3724
UTEL,20317769,Activo,500,0,6240
UTEL,20321674,Activo,450,0,3124
UTEL,20323764,Activo,2100,0,-4165
UTEL,20324237,Activo,2100,0,3124
UTEL,20326327,Activo,2100,642,3099
UTEL,10331379,Activo,-1700,0,2935
UTEL,10002511,Activo,3342.24,4306,13383
UTEL,10012611,Activo,-30401,0,2835
UTEL,10024135,Activo,1674.95,-19051,34434
UTEL,10038057,Activo,-11229,0,2772
UTEL,10081636,Activo,2000,0,3881
UTEL,10292061,Activo,1098,17307,6560
UTEL,10301620,Activo,2000,0,6521
UTEL,10307379,Activo,7051,0,6523.75
UTEL,10309034,Activo,2000,0,2457
UTEL,10309821,Activo,1999,0,11306
UTEL,10310162,Activo,1675,-3425,2730
UTEL,10310202,Activo,1675,0,12383
UTEL,10310534,Activo,2000,0,4489
UTEL,10310574,Activo,2000,147,4931
UTEL,10310710,Activo,2500,20921,4489
UTEL,10311061,Activo,0,0,2571.74
UTEL,10312465,Activo,1500,0,2530
UTEL,10313612,Activo,2000,642,2750
UTEL,10313644,Activo,1499,0,2975
UTEL,10313793,Activo,1500,164,10141
UTEL,10314017,Activo,2000,0,2530
UTEL,10322135,Activo,2100,0,2975
UTEL,10322473,Activo,2100,7289,3183
UTEL,10323966,Activo,1760,503,3300
UTEL,10324725,Activo,2100,9672,2975
UTEL,10325501,Activo,2100,0,2530
UTEL,10326089,Activo,2100,0,-5280
UTEL,10326891,Activo,2100,10765,2975
UTEL,10327895,Activo,450,0,3300
UTEL,20002935,Activo,2000,0,8544
UTEL,20013414,Activo,2000,91,3387
UTEL,20236051,Activo,1500,0,4945
UTEL,20305172,Activo,2000,0,2530
UTEL,20309687,Activo,2000,0,5693
UTEL,20310502,Activo,-300,0,6427
UTEL,20310870,Activo,2000,0,6468
UTEL,20311498,Activo,1500,0,2975
UTEL,20311511,Activo,2175,0,6594
UTEL,20311763,Activo,2000,0,3150
UTEL,20312247,Activo,0,0,2975
UTEL,20312892,Activo,1500,12372,2975
UTEL,20312928,Activo,2000,46,1975
UTEL,20314189,Activo,1675,0,4051
UTEL,20314369,Activo,2000,0,3449
UTEL,20314401,Activo,1675,0,3099
UTEL,20314667,Activo,1001,0,3099
UTEL,20315235,Activo,1500,3295,2975
UTEL,20316316,Activo,1500,0,2975
UTEL,20316486,Activo,1500,0,5251
UTEL,20319531,Activo,0,-155,3099
UTEL,20326721,Activo,3151,0,2530
UTEL,10308723,Activo,-130,91,3099
UTEL,10308638,Activo,4074,0,3099
UTEL,10308527,Activo,8176,0,2530
UTEL,10308304,Activo,3775,0,5970
UTEL,10308291,Activo,3330,14388,6122
UTEL,10308265,Activo,4074,177,6414
UTEL,10308256,Activo,3330,0,3099
UTEL,10308027,Activo,5177,375,3099
UTEL,10307855,Activo,3775,3358,2530
UTEL,10307415,Activo,3330,0,3099
UTEL,10307262,Activo,4100,-3200,3274
UTEL,10306888,Activo,3309,-14945,3099
UTEL,10306514,Activo,3330,0,6415
UTEL,10306454,Activo,800,14064,3099
UTEL,10305836,Activo,8177,-79,3099
UTEL,10305733,Activo,3775,0,1710
UTEL,10305553,Activo,9098,17186,7788.39
UTEL,10298445,Activo,3775,0,13366
UTEL,10285774,Activo,3099,0,4289
UTEL,10277873,Activo,3775,0,8236
UTEL,10277811,Activo,10837,0,4289
UTEL,10277558,Activo,800,11348,-8554.32
UTEL,10277555,Activo,2322,10748,4731
UTEL,10273500,Activo,3965,0,4289
UTEL,10273294,Activo,3775,0,4789
UTEL,10273153,Activo,3899,1500,4289
UTEL,10271834,Activo,3330,-11356,17115
UTEL,10271752,Activo,3899,0,4289
UTEL,10271737,Activo,14276,0,21140
UTEL,10270070,Activo,3699,158,4289
UTEL,10269894,Activo,5410,112,12182
UTEL,10268370,Activo,3775,0,10972
UTEL,10268076,Activo,2310,0,4464
UTEL,10267399,Activo,-20327.2,0,8420
UTEL,10267162,Activo,3874,19,3575
UTEL,10265310,Activo,2310,0,3575
UTEL,10263621,Activo,18180,2602,3575
UTEL,10262449,Activo,3575,0,3575
UTEL,10262101,Activo,23203,0,3575
UTEL,10264744,Activo,-16332.6,0,600
UTEL,10261341,Activo,3300,0,4289
UTEL,10260773,Activo,2975,3531,2310
UTEL,10216605,Activo,2441,-25,4464
UTEL,10082729,Activo,9419.25,-144,3750
UTEL,10091043,Activo,0,-2400,600
UTEL,10095903,Activo,3435,-15771.4,3575
UTEL,10096415,Activo,5776.75,0,600
UTEL,10096547,Activo,3356,0,12236
UTEL,10096774,Activo,3577,0,3130
UTEL,10096853,Activo,7530,3183,16245
UTEL,10096905,Activo,10995,0,3575
UTEL,10097662,Activo,0,0,3750
UTEL,10098413,Activo,0,0,3575
UTEL,10186310,Activo,3239.2,0,3699
UTEL,10186551,Activo,0,0,3004
UTEL,10187000,Activo,0,42,3750
UTEL,10187795,Activo,3577,0,3350
UTEL,20250565,Activo,14680,2532,4065
UTEL,20239028,Activo,3124,3540,2750
UTEL,20238808,Activo,1796,1977,8019
UTEL,20238555,Activo,3124,3577,4360
UTEL,20237948,Activo,3465,0,-1575
UTEL,10570619,Activo,3750,0,13774
UTEL,10251700,Activo,3575,4029,9254
UTEL,10251628,Activo,6758,-2278,2975
UTEL,10251036,Activo,3575,0,3488
UTEL,10251010,Activo,2975,0,3358
UTEL,10250263,Activo,3574.75,368,11104
UTEL,10250256,Activo,19114,3033,25261
UTEL,10250142,Activo,3130,0,3356
UTEL,10249719,Activo,7662,-15845,16038
UTEL,10248744,Activo,3575,0,2496
UTEL,10248234,Activo,3575,0,15401
UTEL,10245093,Activo,3575,0,3424
UTEL,10244420,Activo,3575,0,2312
UTEL,10242296,Activo,7431,0,3356
UTEL,10242244,Activo,3724,8353,1231
UTEL,10241776,Activo,4065,0,1794.6
UTEL,10239460,Activo,3724,2510,3728
UTEL,10239350,Activo,1280,0,2532
UTEL,10239295,Activo,3465,0,1730
UTEL,10239128,Activo,3575,0,2256.62
UTEL,10238775,Activo,3342,3775,17396
UTEL,10238772,Activo,1796,0,2396
UTEL,10237725,Activo,2888,8354,3724
UTEL,10237651,Activo,3124,0,4318
UTEL,10237221,Activo,3350,6354,3724
UTEL,10236936,Activo,3465,0,1842
UTEL,10236664,Activo,3350,3037,2396
UTEL,10236409,Activo,9041,-4554,2396
UTEL,10236344,Activo,3124,0,3724
UTEL,10235763,Activo,3775,3983,6831
UTEL,10235617,Activo,3350,0,3900
UTEL,10235420,Activo,3575,0,3124
UTEL,10234886,Activo,2066,0,2975
UTEL,10233669,Activo,3206,-1,-5753
UTEL,10233586,Activo,3124,0,22902
UTEL,10233528,Activo,3465,7166,3874
UTEL,10233253,Activo,1796,8177,3874
UTEL,10233118,Activo,1832,0,3874
UTEL,10232052,Activo,2682,0,3874
UTEL,10232027,Activo,-2831.1,0,653
UTEL,10231900,Activo,1796,4292,6293
UTEL,10231579,Activo,3465,-175,8977.89
UTEL,10230360,Activo,3577,0,3130
UTEL,10228513,Activo,3575,0,7008.5
UTEL,10225507,Activo,3035,0,2204
UTEL,10222637,Activo,2312,3128.54,3130
UTEL,10222425,Activo,2312,0,3635
UTEL,10222190,Activo,2312,3531,3999
UTEL,10222124,Activo,3577,-96,4475
UTEL,10221820,Activo,856,0,8177
UTEL,10221798,Activo,1323,0,7631
UTEL,10221738,Activo,4024,0,3775
UTEL,10221080,Activo,7216,7554,7565
UTEL,10221016,Activo,4144,138,3550
UTEL,10221009,Activo,2312,3274,800
UTEL,10220101,Activo,3632,0,4074
UTEL,10219906,Activo,3632,177,3330
UTEL,10219880,Activo,3643,3531,4100
UTEL,10219699,Activo,3632,0,3330
UTEL,10219441,Activo,2312,105,3330
UTEL,10219268,Activo,-0.8,0,3330
UTEL,10219247,Activo,8708,0,3635
UTEL,10219036,Activo,2775,221,2560
UTEL,10218508,Activo,3632,8506,3635
UTEL,10217393,Activo,3632,7894,3405
UTEL,10217307,Activo,6884,3947,4199
UTEL,10216985,Activo,3577,0,3634
UTEL,10215993,Activo,3356,-3260,800
UTEL,10208387,Activo,2356,0,3635
UTEL,10202170,Activo,2977,-22302,3405
UTEL,10199639,Activo,3118,4722,3405
UTEL,10097910,Activo,1189,4547,4199
UTEL,10096810,Activo,2756,0,7441
UTEL,10077131,Activo,3350,0,6158
UTEL,10046226,Activo,3435,258,2750
UTEL,10042534,Activo,3350,0,2975
UTEL,10035439,Activo,3350,3689,13414
UTEL,10031733,Activo,3435,0,2975
UTEL,10028302,Activo,2750,22947,-16772.6
UTEL,10018908,Activo,3725,0,2975
UTEL,10007813,Activo,3130,0,-25027
UTEL,10221389,Activo,8001,0,3150
UTEL,10234397,Activo,3575,0,2975
UTEL,10290779,Activo,4100,0,3300
UTEL,10292082,Activo,8000,0,3300
UTEL,10293748,Activo,8890,936,16298
UTEL,10293863,Activo,2510,0,2943
UTEL,10294522,Activo,-826,0,3099
UTEL,10295339,Activo,2510,0,7660
UTEL,10296282,Activo,4100,2756,3775
UTEL,10296481,Activo,2510,3356,-9777
UTEL,10298384,Activo,-11992,1185.5,2750
UTEL,10298540,Activo,3950,0,3274
UTEL,10299337,Activo,3330,2977,0
UTEL,10299365,Activo,4100,0,3274
UTEL,10299455,Activo,3775,10219,5237
UTEL,10299664,Activo,3775,0,6898
UTEL,10300589,Activo,6958,0,3099
UTEL,10301662,Activo,3775,0,2530
UTEL,10303293,Activo,3983,6412,3274
UTEL,20270152,Activo,2750,0,3099
UTEL,20290820,Activo,2975,0,3099
UTEL,20293566,Activo,2530,19606,3099
UTEL,20295840,Activo,7442,0,18555
UTEL,20299485,Activo,8297,0,3099
UTEL,10013434,Activo,3575,24666,3516
UTEL,10027125,Activo,5837,10699,-8997.6
UTEL,10032422,Activo,3575,8209,-16971.8
UTEL,10035925,Activo,600,0,3099
UTEL,10038581,Activo,5837,0,-6022
UTEL,10042086,Activo,6758,8177,1710
UTEL,10063209,Activo,3575,9098,4167
UTEL,10078112,Activo,3575,0,2530
UTEL,10191483,Activo,3350,-2536,3099
UTEL,10229280,Activo,3435,0,3293
UTEL,10232239,Activo,800,4100,2975
UTEL,10249566,Activo,3575,0,1710
UTEL,10252505,Activo,-19620,-12792,2975
UTEL,10252636,Activo,3350,0,2705
UTEL,10252923,Activo,3575,0,2975
UTEL,10252924,Activo,3575,0,3099
UTEL,10254470,Activo,1125,0,2975
UTEL,10254528,Activo,3750,0,2750
UTEL,10254550,Activo,17655,7166,2475
UTEL,10254785,Activo,17616,-500,3488
UTEL,10255101,Activo,3575,-9,3124
UTEL,10255245,Activo,3575,0,16058.9
UTEL,10255557,Activo,3575,0,16377
UTEL,10255849,Activo,130,0,8141
UTEL,10255979,Activo,3695.9,7619,7185
UTEL,10256316,Activo,-21640,8505,-226.8
UTEL,10256678,Activo,3575,356,1793
UTEL,10257587,Activo,3575,0,2903
UTEL,10257808,Activo,3750,0,1793
UTEL,10258172,Activo,10272,600,3028
UTEL,10258194,Activo,6900,0,9954
UTEL,10258608,Activo,7108,0,2434.6
UTEL,10259156,Activo,3575,0,3124
UTEL,10259218,Activo,3575,0,3577
UTEL,10259221,Activo,600,0,2756
UTEL,10259541,Activo,4850,0,5370
UTEL,10259573,Activo,3575,-5985,3127
UTEL,10259654,Activo,16741,0,2977
UTEL,10259947,Activo,-8110,-19620,2977
UTEL,10260026,Activo,3750,0,2396
UTEL,10260458,Activo,4075,0,29995
UTEL,10260549,Activo,3750,0,3891
UTEL,10260615,Activo,3575,0,3577
UTEL,10260755,Activo,3575,0,196.8
UTEL,10260816,Activo,3750,17876,3724
UTEL,10261305,Activo,6758,17824,4065
UTEL,10262768,Activo,3330,0,3488
UTEL,10263420,Activo,3699,297,3724
UTEL,10268831,Activo,3874,-10547,3488
UTEL,10268971,Activo,3874,0,3724
UTEL,10271698,Activo,3775,0,3724
UTEL,10271852,Activo,3330,-21640,3724
UTEL,10271899,Activo,-5548,0,6424.5
UTEL,10272286,Activo,3899,0,2396
UTEL,10272458,Activo,3330,0,2888
UTEL,10272721,Activo,3899,10392,6935
UTEL,10272817,Activo,5160,3958,346
UTEL,10273161,Activo,16355,3358,2888
UTEL,10273451,Activo,3899,0,2657
UTEL,10273635,Activo,3330,0,4638
UTEL,10273652,Activo,3899,0,3465
UTEL,10273851,Activo,3899,1500,-3474
UTEL,10273921,Activo,3899,0,3465
UTEL,10273947,Activo,3983,16949,6099
UTEL,10273993,Activo,3330,-8110,3291
UTEL,10274079,Activo,3203,0,3465
UTEL,10274112,Activo,3898,0,3124
UTEL,10274233,Activo,3879,0,-8299
UTEL,10274247,Activo,3950,0,3124
UTEL,10274394,Activo,1190,0,42
UTEL,10275498,Activo,3899,0,3124
UTEL,10276323,Activo,6037,6966,-5912.4
UTEL,10276440,Activo,2510,0,1796
UTEL,10276578,Activo,-19642,3916,3124
UTEL,10276669,Activo,6957,0,0
UTEL,10277036,Activo,3330,0,2835
UTEL,10277111,Activo,3950,0,3183
UTEL,10277128,Activo,3899,0,18890
UTEL,10277171,Activo,3550,-5764.9,8636
UTEL,10277279,Activo,3330,0,3840
UTEL,10277296,Activo,3899,0,3999
UTEL,10277413,Activo,4116,0,1125
UTEL,10277456,Activo,3899,0,9098
UTEL,10277654,Activo,7565,12580,4074
UTEL,10277746,Activo,3330,0,4074
UTEL,10277828,Activo,800,0,2510
UTEL,10277866,Activo,3330,0,3775
UTEL,10278013,Activo,3330,0,4074
UTEL,10278084,Activo,14692,-1,7631
UTEL,10278107,Activo,3330,208,4074
UTEL,10278209,Activo,4091,0,3550
UTEL,10278227,Activo,3330,-127,3550
UTEL,10278245,Activo,-8998,164,4074
UTEL,10278324,Activo,3507,-1,4100
UTEL,10278384,Activo,3330,0,3330
UTEL,10278431,Activo,13014,-22464,3505
UTEL,10278589,Activo,3330,0,3775
UTEL,10278644,Activo,6037,3507,9880
UTEL,10278740,Activo,3899,2630,800
UTEL,10278765,Activo,3775,-19642,6032
UTEL,10278772,Activo,3775,4165,4199
UTEL,10278828,Activo,3899,0,3405
UTEL,10278896,Activo,3899,9806,4199
UTEL,10278938,Activo,3330,0,7836
UTEL,10565340,Activo,3575,0,3810
UTEL,10565656,Activo,3575,0,4199
UTEL,10263839,Activo,-800,2197,3405
UTEL,10217983,Activo,3577,0,2322
UTEL,10217986,Activo,3577,3491,3833
UTEL,10218008,Activo,3577,0,2560
UTEL,10218086,Activo,2426.5,0,-31962
UTEL,10218333,Activo,3577,0,3405
UTEL,10226260,Activo,3136,0,8439
UTEL,10227045,Activo,3908,14909,7983
UTEL,10228497,Activo,3908,0,2275
UTEL,10228745,Activo,2977,-7419,3099
UTEL,10229248,Activo,2977,0,2975
UTEL,10229310,Activo,104,-8998,14158
UTEL,10230711,Activo,1236.92,3684,2530
UTEL,10231014,Activo,1831,0,2530
UTEL,10231233,Activo,3308,13191,2975
UTEL,10231242,Activo,-3476.66,177,3420
UTEL,10231403,Activo,1712,0,2975
UTEL,10241145,Activo,11106,0,2975
UTEL,10242546,Activo,3575,0,-36209
UTEL,20208488,Activo,15175,0,2530
UTEL,20212092,Activo,3308,0,1710
